StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,participant_id,partner1_ID,partner2_ID,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,belief_dissim_self_general_1,conf_dissim_self_general_1,belief_dissim_other_general_1,conf_dissim_other_general_1,belief_sim_self_general_1,conf_sim_self_general_1,belief_sim_other_general_1,conf_sim_other_general_1,thought1_dissim_self_general_1,thought2_dissim_self_general_1,thoughtvalence1_dissim_self_general_1,thoughtvalence2_dissim_self_general_1,thought1_dissim_other_general_1,thought2_dissim_other_general_1,thoughtvalence1_dissim_other_general_1,thoughtvalence2_dissim_other_general_1,thought1_sim_self_general_1,thought2_sim_self_general_1,thoughtvalence1_sim_self_general_1,thoughtvalence2_sim_self_general_1,thought1_sim_other_general_1,thought2_sim_other_general_1,thoughtvalence1_sim_other_general_1,thoughtvalence2_sim_other_general_1,race_during,belief_dissim_self_race_1,conf_dissim_self_race_1,belief_dissim_other_race_1,conf_dissim_other_race_1,belief_sim_self_race_1,conf_sim_self_race_1,belief_sim_other_race_1,conf_sim_other_race_1,thought1_dissim_self_race_1,thought2_dissim_self_race_1,thoughtvalence1_dissim_self_race_1,thoughtvalence2_dissim_self_race_1,thought1_dissim_other_race_1,thought2_dissim_other_race_1,thoughtvalence1_dissim_other_race_1,thoughtvalence2_dissim_other_race_1,thought1_sim_self_race_1,thought2_sim_self_race_1,thoughtvalence1_sim_self_race_1,thoughtvalence2_sim_self_race_1,thought1_sim_other_race_1,thought2_sim_other_race_1,thoughtvalence1_sim_other_race_1,thoughtvalence2_sim_other_race_1,pw,belief_dissim_self_general_2,conf_dissim_self_general_2,belief_dissim_other_general_2,conf_dissim_other_general_2,belief_sim_self_general_2,conf_sim_self_general_2,belief_sim_other_general_2,conf_sim_other_general_2,thought1_dissim_self_general_2,thought2_dissim_self_general_2,thoughtvalence1_dissim_self_general_2,thoughtvalence2_dissim_self_general_2,thought1_dissim_other_general_2,thought2_dissim_other_general_2,thoughtvalence1_dissim_other_general_2,thoughtvalence2_dissim_other_general_2,thought1_sim_self_general_2,thought2_sim_self_general_2,thoughtvalence1_sim_self_general_2,thoughtvalence2_sim_self_general_2,thought1_sim_other_general_2,thought2_sim_other_general_2,thoughtvalence1_sim_other_general_2,thoughtvalence2_sim_other_general_2,belief_dissim_self_race_2,conf_dissim_self_race_2,belief_dissim_other_race_2,conf_dissim_other_race_2,belief_sim_self_race_2,conf_sim_self_race_2,belief_sim_other_race_2,conf_sim_other_race_2,thought1_dissim_self_race_2,thought2_dissim_self_race_2,thoughtvalence1_dissim_self_race_2,thoughtvalence2_dissim_self_race_2,thought1_dissim_other_race_2,thought2_dissim_other_race_2,thoughtvalence1_dissim_other_race_2,thoughtvalence2_dissim_other_race_2,thought1_sim_self_race_2,thought2_sim_self_race_2,thoughtvalence1_sim_self_race_2,thoughtvalence2_sim_self_race_2,thought1_sim_other_race_2,thought2_sim_other_race_2,thoughtvalence1_sim_other_race_2,thoughtvalence2_sim_other_race_2,password2,know_partner1,discuss_Qs,age,sex,race,penn_yr,penn_yr_8_TEXT,language,language_2_TEXT,eng
3/7/25 11:36,3/7/25 12:18,0,128.91.113.88,100,2501,1,21769,22744,22360,3/7/25 12:18,R_74zSjjMTA32anUp,,,,,39.9597,-75.1995,anonymous,EN,2,2,2,4,3,4,4,2,4,2,2,3,3,3,3,6,6,3,6,5,3,1,7,7,5,5,We are probably different.,We might not get along.,4,2,That we are different.,"My number is greater than their's, I wonder if they are trying to understand if there is a numerical ranking system of personalities.",4,3,That we will have similar personalities.,That the conversation has a low chance of being awkward.,5,5,That we will have similar personalities.,That they might be interested to get to know me.,5,6,2,6,6,4,4,7,6,6,6,I don't know if we will have many mutuals--mutual friends or acquaintances.,"I wonder where they are from, what they study, I am more curious about them and I have less preconceptions.",3,5,"They might already have a guess that I am Indian just by looking at me. I am not ethnically ambiguous, I am very obviously Indian in my opinion.",They might hope that we have something in common so that the conversation runs smoothly.,3,4,We must have mutuals. I wonder who they are. There are a series of questions I could ask to find out.,I wonder if we have already met.,6,5,They might also try to see if we have mutuals.,They might judge me for the sorority that I am in (I'm wearing the hoodie).,5,2,apple,4,7,4,4,6,6,6,6,"It is the day before spring break, I think we all just want to go back to our rooms and pack.","The fact that we are different gives me a bit less incentive to want to talk, because I am low on energy.",3,3,They probably think we don't have much in common.,They might not be super interested in talking.,3,2,I think this conversation will require less energy since we have similar personalities.,"This is good, I don't want to have to carry a conversation.",5,5,We are likely similar.,They might want to get to know me.,5,5,4,7,3,5,6,6,6,6,We might not have much in common that can be uncovered in a 5 minute conversation.,The conversation might be awkward.,3,3,We might not have much in common.,The conversation might require a bit of energy.,2,2,Hopefully this conversation requires less energy.,We might already know each other.,6,5,"We might have mutuals, I want to uncover them.",I hope that this takes less energy.,6,5,grape,1,No.,20,2,2,2,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.114.72,100,2515,1,10312,22774,22879,3/7/25 12:18,R_5lzNvFffTp15oso,,,,,39.9597,-75.1995,anonymous,EN,4,2,4,2,2,2,4,2,2,2,3,4,6,3,4,5,4,4,5,4,5,4,5,4,5,4,Do we get along,What similarities do we have,4,4,Is she nice ,Do we get along,4,4,How are we similiar ,Do we get along,4,4,Do we get along well ,How are we similar ,4,4,2,6,4,5,4,4,4,2,4,Are we compatible,uni/life experience ,4,4,Do we get along,Does different race affect our conversation,4,4,Do we have similiar experience ,View of penn ,4,4,Do we have similar opinion on issues ,How we might differ ,4,4,Apple,5,4,5,4,4,4,3,4,Penn experience,Background and interest ,4,4,Compatibility ,Did i enjoy my conversation,4,4,Did i enjoy my conversation ,Background and interest ,4,4,Do we have similar background/interest/experience,Did I enjoy my conversation,4,4,5,4,5,4,5,4,5,4,Background + interest ,Do we have any similar experience ,4,4,Do we get along,Did i enjoy my conversation ,4,4,Do we have similar background/interest,Did the conversation flow well,4,4,Do we get along ,Do we have similar interest,4,4,Grape,2,No - we talked about our Penn experiences,20,2,2,3,,2,Thai,5
3/7/25 11:36,3/7/25 12:18,0,128.91.113.52,100,2512,1,9214,21763,20734,3/7/25 12:18,R_5YFG4tFLqoMavyF,,,,,39.9597,-75.1995,anonymous,EN,3,4,3,2,4,2,4,4,4,2,5,2,4,4,6,3,5,5,5,5,5,2,5,5,5,4,"I would like to get to know them a bit, as there is zero downside here.",I really don't think we'll discuss anything meaningful. I don't think meaningful conversations happen often in a simulated space like this.,5,3,I also look forward to getting to know them. Personality type really doesn't change my desire to speak with a stranger for a few minutes.,Same as before.,5,3,"Again, my response remains the same as in the previous two questions. Personality type really isn't a big factor for me in having a short conversation with someone.","Again, I believe that the chance that we have a meaningful, non-superficial interaction is relatively small.",5,3,I guess I'll make small talk for a few minutes. Not a difficult way to earn a few bucks.,I wonder what we're going to talk about? Spring break plans?,5,4,6,5,3,4,2,5,3,4,2,It will be nice to get to get to know someone for a few minutes.,I wonder what we'll talk about. Probably something obvious.,5,4,Not the hardest way to earn a few bucks.,I wonder what we'll talk about?,5,4,It will be nice to get to get to know someone for a few minutes.,I wonder what we'll talk about? Probably some random small talk.,5,4,Probably not the worst way to earn a few bucks.,I wonder what we'll talk about?,5,4,apple,5,3,4,3,5,3,4,3,I wonder what we're gonna talk about. Basic small talk can definitely feel forced.,Not a bad way to make money and kill an hour before spring break.,4,5,I wonder what we're going to talk about.,Not the worst way to spend a little time before break.,4,4,I wonder what we're going to talk about.,Not the worst way to spend a little time before break.,4,4,Not the worst way to spend a little time before break.,What should we talk about?,4,4,5,3,4,3,5,3,4,3,I wonder what we're going to talk about. Maybe they'll have something interesting to tell me.,This is getting tedious.,4,3,I wonder what we're going to talk about,How many more of these do I have to do?,4,3,I wonder what we're going to talk about. Maybe they'll have something interesting to tell me.,This is getting pretty tedious.,4,3,What should we talk about?,I wonder how many conversations like this we're going to have?,4,4,grape,2,We did not.,21,1,6,3,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.113.81,100,2514,1,17011,5125,22774,3/7/25 12:18,R_51DG65qX0RiMThn,,,,,39.9597,-75.1995,anonymous,EN,4,3,4,2,3,2,3,4,2,2,2,5,2,4,6,6,3,5,6,6,4,5,4,4,5,4,"I wonder if they're more of an outgoing person, or if it will be me asking more questions about them.",I wonder if they're a critical person or someone that's kinder and likes to get to know people.,4,4,"I wonder if they're introverted or shy, and who is more eager to get to know the other person.",I wonder what things we have in common in terms of personality and character.,4,6,"I wonder if they're very similar to me in terms of energy levels, or if they're more reserved.","I wonder if we will find many things in common, or possibly even too many where we talk over each other.",5,4,Wondering if we will have things in common with one another in terms of personality,Wondering whether or not they like me and if we match in terms of energy levels.,5,4,3,5,4,4,5,5,5,5,6,I wonder what stereotypes they might see in me at first impression.,I wonder if they're attributing my personality traits to race or not.,2,4,"They may wonder what I think of them based on their race, like their personality traits.",Wonder possibly what experiences I've had with people of the same race as them,4,4,I wonder how I am similar to other black people in their life,I wonder what things we have in common,4,5,Wonder what type of black community I grew up in and how that affects me,Wonder whether or not I like them,4,3,apple,6,6,5,3,5,4,4,5,Whether or not we have similar passions and aspirations,Whether or not we handle social settings in a similar or different way,5,4,Whether or not I have things in common with them,Whether or not we are getting along - good first impression,5,4,What similar things we have in terms of personality and if I notice them in our conversation,Whether or not our similarities might make the conversation more boring,5,3,Whether or not they like me or if they think the conversation is boring,What things we have in common in terms of personality and hobbies,4,6,5,4,4,4,4,4,5,3,Whether or not they have other friends the same race as me,What similarities and differences we have culturally,4,5,How I compare to other people they know that are the same race as me,What similarities they see in me in themselves too,4,4,How I may differ from them in terms of personality,How my upbringing could have shaped my personality,4,4,I would wonder how their upbringing shaped their personality,How they view their own racial identity and if it shows in their personality,5,4,grape,2,"No, not particularly, we just talked more about our lives and the questions were answered for me indirectly.",20,2,3,2,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.113.145,100,2516,1,20734,16465,9214,3/7/25 12:18,R_6rVCjTgV04gSJZQ,,,,,39.9597,-75.1995,anonymous,EN,4,3,3,4,3,3,2,1,4,3,7,2,2,2,6,6,6,2,6,6,4,5,6,6,6,6,"How they would describe their defining characteristic traits (either their biggest flaws or strengths,etc)","I feel like i put mostly neutral things for the categories describing my personality, asides from the imaginative aspects, so I would assume this person  has a stronger leaning in characterstics such as how outgoing/shy they feel they are, etc",5,4,"That I have a very different personality than them, which is not necesarilly bad depending on the person and their way of creating assumptions. If they do see it harder to get along with someone with a different personality (again this all depends on the aspects of personality that are different), then they might not put as much effort into the conversation","Other than that, I'm not sure how much else there is to anticipate since the personality test was a limited number of questions, so I feel like most people would be initially open to talking to anyone and then develop either a stronger interest or become more disengaged as they continue talking to the person. ",3,4,How similar I feel we are and comparing that to the paper results. The personality test consisted of broad questions so I feel like a lot of different complexities within an individual's personality comes into play when you actually talk to them in person,What they are interested in and see how it compares to my interests (if personality comes into play with that).,5,4,They want to see how similar we are,They would be more engaged in the conversation,4,5,8,6,6,6,6,6,6,6,6,"I feel like the race aspect doesn't change much for me. I mean having similar backgrounds opens the door for more conversation, but I find that connection can be made through other things and not just culturally","Their life experiences,whether thats related to their culture/race or not",5,5,they might wonder how I grew up/my background,"I don't think my race would affect the conversation that much, unless they are trying to figure out what race I am",5,5,We might have similar backgrounds,How this affects the conversation,5,5,They might share more about their childhood/background,The conversation might be more race centered because we share that connection,5,5,apple,6,5,4,5,6,6,5,5,Their penn experience and how their personality shapes that perception,What major they are,5,5,What I'm studying,How I talk and act,4,4,Comparing our similarities ,How we engage in conversation and if they are genuinely interested in the conversation or not,4,3,What I talk like,How I respond to things,4,4,6,6,6,6,6,6,6,6,What their major is,If they can hold a conversation/are engaged in it,4,4,What my race is or my background,My name?,4,4,What their major is ,If they can hold a conversation,4,4,What their major is,If they can hold a conversation (all my answers are the same because I feel like a lot of surface level conversation is the same and its just getting to know the person in ways that aren't fully dependent on race),4,4,grape,2,Not really. Both conversations were mostly about school and hobbies,18,2,8,1,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.114.178,100,2509,1,22744,21769,21838,3/7/25 12:18,R_62FtYs44n60Fekc,,,,,39.9597,-75.1995,anonymous,EN,2,4,2,2,4,3,1,2,4,3,4,3,2,3,4,2,5,2,2,2,5,5,2,5,2,4,I think this person will be energetic and talkative.,I think this conversation will run smoothly.,5,5,This person is shy and doesnt say much.,I wonder what this person is thinking.,3,3,This is a calm conversation.,There is not much to talk about.,5,3,There is not much to talk about with this person.,Everyday conversation but nothing too personal.,3,3,2,3,5,3,5,3,5,3,5,I expect this person to be well-spoken and fluent.,I expect this person to have very different interest from me. Perhaps this would be a result of different upbringings.,5,3,This person has an accent when he talks.,The way he talks is very careful and mindful.,3,4,I think I will take note of the way the person talks.,I think I will take note of how the person acts.,4,4,I think my conversation partner will take note of the way I talk.,I think my partner will take not in how I act when I talk.,3,3,apple,3,5,3,5,3,5,3,5,I anticipate that this person will be energetic and a good conversationalist.,I anticipate that this person will be asking a curious individual who asks a lot of questions.,5,5,I anticipate that they think I am shy.,I anticipate that they think I am a little hard to talk to.,3,3,I anticipate that we have a lot in common.,I anticipate that we will have a little trouble carrying conversations.,5,3,I anticipate that this person will think it would be hard to talk to me.,I anticipate that this person will think we have a lot in common to talk about.,3,5,3,5,2,5,3,5,5,5,I think we would not have much in common to talk about,I think we would not be able to relate on certain subjects.,3,3,This person might anticipate that we do not have much in common.,This person might anticipate that I do not speak like them.,3,3,I think this person will anticipate a lot of things we could relate to.,I think this person will anticipate that we share similar struggles.,4,4,I anticipate that we are able to relate to each other on certain subjects. ,I anticipate that we enjoy similar types of cuisines.,5,5,grape,2,I did not.,21,1,2,3,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.113.190,100,2521,1,5125,17011,17332,3/7/25 12:18,R_5oNK5EWlZiYmrl4,,,,,39.9597,-75.1995,anonymous,EN,4,4,4,3,3,2,4,3,3,3,2,2,5,4,6,5,5,5,6,5,5,4,6,5,4,4,I'm curious on how different we can be. I wonder if these differences will make me like the person more or the other way around,"I wonder what kind of energy levels this person has, it will definitely be crucial in how energetic i feel responding to the conversation",5,5,I wonder what kind of personality traits does this person have and how different could it be from mine,I wonder if this person is a conversational person and what type of first impressions I will give off,6,6,I want to try figure out what common traits do we have and how that reflects our communication abilities,I wonder of our shared traits make us bond easier compared to the first person,5,6,I want to know what characteristics make us have the same personality and how similar we actually are,I wonder if the conversation will be fun if i'm talking to an identical of my personality,5,5,2,5,6,5,5,6,5,6,4,I want to learn more about their culture and how it has shaped their personality,I want to know if race is a factor in our conversation,6,5,I want to know what their background is like and types of cultural influence,I want to know if they might have different communication styles,6,5,I want to know if race makes us similar,Do we have more similarities or differences,5,5,How similar is my partner to me,What makes our race the same or different in how we think or act,5,5,apple,6,5,6,5,5,5,6,5,New things or experiences I wouldnt have otherwise talked about,How natural can the conversation go without feeling like it was forced,6,4,"Types of questions to ask, or how to make good convo",What she's thinking about the stuff that I'm thinking,5,5,Do we have common interests or experiences we can bond over,Do i feel a genuine connection with this person,5,5,How natural does the conversation flow,Do we have common or shared interests after getting to know each other,5,5,6,5,6,5,6,5,6,5,How race doesn't really matter that personality and vibe give off better conversations ,What kind of different experiences do we go through,6,5,Are we really that different or do we have similarities,How good do i feel from the conversation,5,5,We must have some sort of common experience to bond over,How does this reflect our race,6,5,Are we more similar or different being in the same race,Did i have a good conversation with this person,6,5,grape,2,"Surprisingly I thought I would but didn't end up doing so, the closest I had was talking about religion",22,2,2,3,,1,,1
3/7/25 11:36,3/7/25 12:18,0,128.91.114.43,100,2523,1,22774,10312,17011,3/7/25 12:18,R_5PSrQMDbvbJb6cy,,,,,39.9597,-75.1995,anonymous,EN,4,4,5,3,1,3,5,4,4,3,4,3,6,3,6,6,5,2,5,6,5,6,5,6,5,5,I'm probably expecting here about their family and where they came from. These are generally things I expect when I meet someone for the first time. ,I anticipate talking about interests. People love to talk about what they love. ,5,6,Also my hometown and background,my interests,5,6,What they are studying,What year they are in ,4,4,Why I am the personality I am ,What I want to do after college,5,5,2,5,5,5,5,5,5,5,5,What culture are they,favorite memories of doing cultural activities ,6,7,they'd ask which culture I'm from,how my culture influenced my life,5,6,Shared experiences,favorite aspects of same culture ,6,6,shared experiences,maybe some differences we experienced ,6,6,apple,5,5,5,5,5,5,5,5,where i live,sleep schedule,5,5,"where they live, living style ",majors and what i'm studying,5,5,where they live,what year they are,5,5,Favorite Food,Pets or animals,5,5,5,5,5,5,5,5,5,5,animals,travels,6,6,how my school year is going,spring break plans,6,6,Family ,summer plans ,6,6,what languages they speak ,favorite food from culture ,5,5,grape,2,"yes, hometown, what i'm studying, where i live on on campus, club involvements",19,1,2,1,,1,,5
3/7/25 11:36,3/7/25 12:18,0,128.91.113.98,100,2527,1,22594,21838,16465,3/7/25 12:18,R_6RVxpoW7U87idFF,,,,,39.9597,-75.1995,anonymous,EN,2,3,4,2,3,2,4,5,2,3,3,2,6,4,5,6,2,5,6,6,3,5,6,6,5,6,We are a bit different so we may not click immediately.,"Because we are different, we may be able to learn more about new areas that the other would not have known about, drawing in interest.",3,6,That I am talkative and only love talking about myself,That I am someone with a different personality that could be entertaining or not.,2,4,We have very similar personalities meaning that we are probably both going to want to speak a lot and understand each other more.,"We have the same personality so someone is probably going to be trumped in the conversation as it is hard to have a good conversation with two people who always talk, so there could be some butting heads as one person will have to stay quiet for longer without being able to voice their opinion.",5,3,We are able to have very productive conversations because our personalities are the same and we are able to relate with each other more.,The conversation could be dry though as we have the same personality as we already know what each other's personalities are.,5,3,6,6,6,4,6,6,6,4,6,"I dont believe race plays a role in conversations. Race doesn't matter at all, but it could bring about cool backgrounds about where someone is from",Race is irrelevant to a conversation.,4,4,A different race means that conversation partner is more likely to have an interesting upbringing or background,A different race means that my conversation partner may think that I bring new perspectives to the table.,4,5,Race does not change anything. They could be the same race but grow up elsewhere and still have an interesting background.,"Given that they are the same race and was born in the most populous area of that certain race, I can assume that we may have more in common.",4,4,My conversation partner may think we have more in common as we are the same race assuming we are both born in similar areas.,My conversation partner may also think our conversation is dry because we know what each other's life is sort of like already.,4,4,apple,6,6,4,5,6,6,6,6,"It will be a different personality that will enable me to not ""butt heads"" with so I am not talking over someone else or vice versa.",The conversation may be dry in the beginning as we are different personalities.,6,3,We are different personalities so we might not get along really well.,We are different personalities so opposites might attract and the conversation could be fruitful.,3,6,"We are the same personality so we might talk over one another and ""butt heads"" as we have the same outgoing personality.",We will get along better as we have the same personality and can understand each other better.,3,5,We have the same personality so we will better understand each other on a deeper level,We have the same personality so our conversation will be dry as we already know a lot about each other's personality.,5,3,6,6,4,6,6,6,4,6,"Race does not matter, however being able to understand someone's unique background may be seen because of a different race.",Race does not play a role in a conversation. It is unneeded and does not add or subtract from a conversation. Someone who is black or someone who is white will have the same conversation.,4,4,It will be interesting to hear someone else's perspective on their unique background.,"A different race means a different childhood, upbringing, experience, etc. so that would be cool to hear.",5,6,"Race does not play into a conversation, but we would be able to connect easier because we know what we both went through.","race is unimportant to conversation, no matter if they are the same or different.",4,4,We are able to click with each other better because we know what each other probably experienced or went through growing up.,We are able to have a great conversation because we can relate on more topics easier.,5,5,grape,2,"no, we talked about our spring break plans and how our midterms went.",19,1,6,1,,1,,5
3/7/25 11:36,3/7/25 12:19,0,128.91.113.83,100,2531,1,22879,14332,10312,3/7/25 12:19,R_5NOD0okPyRg0tpb,,,,,39.9597,-75.1995,anonymous,EN,3,4,4,4,3,2,3,2,5,2,2,3,7,2,6,7,2,5,7,6,5,4,6,6,6,6,What their stress-coping mechanisms are.,How easily they find it to make friends in a new environment.,7,7,What are their hobbies.,How do our personalities align/differ.,6,5,How are our personalities aligned.,Where might we differ as individuals regardless of our similar personalities.,6,5,How are our personalities aligned.,What makes us similar.,6,6,2,7,7,6,6,6,6,5,5,How important is cultural identity in their daily life.,How close are they with their family/extended family.,7,7,What is their cultural background. ,What languages do they speak.,7,6,What aspects of our culture do you appreciate most.,How close are you to your cultural identity and family.,7,7,What do you like about our culture.,Did where you grew up impact your cultural identity.,7,7,apple,7,7,6,7,6,7,6,7,Where are they from.,What are adjectives their friends describe them as.,5,7,What are their personality traits.,What are their hobbies.,6,6,What is their cultural background.,How close are they with their family.,5,7,Where are they from.,What are their hobbies/interests.,5,7,7,7,6,7,7,7,7,7,Where do they come from.,What are their core values.,5,7,What languages do they speak.,What is their cultural background.,5,6,What aspects of our culture do you like most.,Where have you traveled.,7,6,How close are you to your family.,What values do you hold true from our culture in your daily life.,7,7,grape,2,"Yes, we talked about where we were from and a little bit about our interests (more in terms of what we're studying).",18,1,2,1,,1,,5
3/7/25 12:38,3/7/25 13:17,0,128.91.113.164,100,2345,1,21070,5869,22678,3/7/25 13:17,R_6rnAARdxiSRzXhf,,,,,39.9597,-75.1995,anonymous,EN,4,3,2,3,5,2,2,3,4,2,7,1,4,7,7,1,6,6,5,7,4,5,5,7,5,7,What makes this person different from me? ,What influences did they have growing up that caused them to turn out like this?,5,5,This person is quite different than I had imagined. ,How do I figure out something to say to this person?,6,6,What do I have in common with this person? ,I wonder how different our upbringings are. ,6,6,What hobbies are this person involved in?,I wonder what is different about them compared to me. ,6,6,2,6,7,6,7,6,7,6,7,What are some cultural traditions that are different between the two of us? ,What do you like to do for fun? ,7,7,What differences do I share with them? ,What commonalities do we have? What topics can we discuss? ,7,7,What traditions do we share? ,"Do they know about ""insert topic""? How involved are they in the community? ",7,7,I wonder if they do the same traditions at home. ,How does being raised in a geographically different area reflect the personality? ,7,7,apple,5,7,5,7,5,7,5,7,How is it different from the last partner I talked to? ,I wonder how they think of me as a person.,6,5,I wonder how they thought of me as a conversation partner. ,What is different between the two of us? ,6,6,I wonder what we share in similar. ,How did our different environments bring us to the same types of personality? ,6,6,How is this person different than me? ,I wonder what we do in similar that is interesting. ,6,6,5,7,5,7,5,7,5,7,What cultural differences do we have? ,What do they consider to be taboo or shunned upon. ,6,5,I wonder what cultural differences we share. ,What traditions do they usually celebrate? ,6,6,I wonder what traditions we share. ,What is different about our families? ,6,6,I wonder what traditions we share. ,How do geographical differences cause differences in ideology? ,6,6,grape,2,Nope.,18,1,2,1,,1,,5
3/7/25 12:38,3/7/25 13:17,0,128.91.113.81,100,2353,1,16039,22678,22252,3/7/25 13:17,R_5BkTuloZq4QmexQ,,,,,39.9597,-75.1995,anonymous,EN,4,3,5,2,3,2,4,4,3,4,5,2,6,3,5,7,6,3,6,5,5,5,6,6,6,6,nuanced conversation,some conflict in the way we communite,6,3,she is outgoing,she is sometimes a lot ,6,3,my speed of conversation,great time,6,6,get along well,awesome talker,6,6,6,6,6,6,6,6,6,6,6,interested to learn about them,interested to have a good conversation,6,6,interesting,very talkative,6,5,interested in learning more about them,interested in having a good conversation,6,6,interesting,talkative,6,5,apple,5,4,5,5,6,6,6,7,What are their interests?,This person may be quieter or just has a different communication style,6,6,she is energetic,she is a good listener and good eye contact,6,6,this person would have a lot of chemistry with me in the way we communicate,"this person is just like me, crazy and bubbly ",6,5,"she is a great person to talk to, I feel comfortable around her",she is just as talkative as me,6,5,6,6,6,6,6,6,6,6,what are this person's interests?,what can we connect on?,6,6,what are her interests,what can we connect on?,6,6,what are this person's interests?,what can we connect on?,6,6,what are this persons interest's?,what can we connect on?,6,6,grape,2,mo,20,2,6,2,,1,,5
3/7/25 12:38,3/7/25 13:17,0,128.91.113.88,100,2344,1,19420,22828,22828,3/7/25 13:17,R_3xXIRVgEVmM9sQp,,,,,39.9597,-75.1995,anonymous,EN,5,5,5,4,2,4,5,3,5,4,6,5,5,3,5,7,7,1,6,6,6,5,5,3,3,3,something interesting about themsleves,what makes them different to me,6,6,what i am like as a person,what i like to do in my free time,5,5,what similarities we have ,what differences we have/are we really that similar,6,3,whether we are similar in the way we act,what we like to do in our free time,5,6,6,6,6,6,6,6,6,6,6,whether their personality is similar to mine ,whether they like to do same things as me,6,6,what makes them different to me other than race,what are they like as a person ,4,6,what similarities/differences do we have ,what kind of person are they ,5,5,what they are like as a person,whether they are chatty/more silent than me,6,6,apple,5,5,4,3,5,5,4,3,what their interests are ,are they similar to me,5,5,whether they like me ,whether the conversation is flowing,4,4,whether they like me ,whether i could be friends with this person ,5,4,whether they are interested in me ,whether i am a different kind of person ,5,5,5,5,5,5,5,5,5,5,whether they like me ,if they are interesting ,5,5,am i interesting ,is the conversation good,5,5,am i interesting to them ,is the conversation easy,5,4,are we having a good conversation,are they interesting,5,4,grape,2,no,20,2,6,2,,1,,5
3/7/25 12:38,3/7/25 13:17,0,128.91.114.178,100,2350,1,22828,19420,22459,3/7/25 13:17,R_5jVRN75Aci6WXP5,,,,,39.9597,-75.1995,anonymous,EN,2,3,3,2,4,2,2,4,2,4,5,1,5,3,3,6,3,5,6,6,5,3,6,7,5,4,"Is this person more extroverted or introverted? I'd like to know whether I am going to be the one triggering most of the interactions in the conversation, or if I can take a more backseat approach. Understanding whether this person is an introvert or extrovert will also allow me to understand what they might be passionate about, or where their interests may lie. ",How do I match this person's energy/vibe? I find it easy to get along with most of the people that I meet because I match their energy. I reflect back what is necessary to make the conversation flow or comfortable for both of us.,5,5,Is this person very different from me? This is a likely question since the only information we'll have about each other is that our personalities are apparently different. I think the person will likely be anticipating what exactly differs between us two. ,"Nervousness or trepidation. I think it's natural to feel some light nervousness when being launched into a conversation, especially if you know the other person will be different from you. Some people might worry about the awkwardness of the interaction or lack of mutual connection in terms of personalities. ",4,3,What makes this person similar to me? I would be curious to see which traits that I know I have are evident in the other person. I would be interested to see how our similarities have manifested in behaviors/activities throughout our differentiated lives. ,Will I dislike this person? I get the feeling that I might not like someone who's super similar to me because my subconscious could perceive them as a threat. I could also see myself really liking this person because I can understand them. ,5,3,Why is this person similar to me? I think this will be a common question for everyone involved. ,"What makes this person different from me? Maybe this person is wondering about whether personality makes a person more similar to someone, or if stuff like upbringing or background is more important. ",5,4,2,6,6,6,6,6,6,6,6,"What interests will we have in common? We might have a similar background in terms of people that we hung out around, our parents' parenting style, etc. ",How did their race impact who they became today? ,6,6,What is something that will tie both of us in common? I feel like people will look to things that are common in between people when preparing for a conversation. ,How did their race impact their perspective?,6,6,Do our races make our perspectives the same? ,How could our perspectives be different even if our races are the same?,6,6,Is this person different from me? ,How similar are we? ,6,6,apple,6,6,5,4,6,6,6,6,"Will this person interact with me by triggering the conversation, or will I have to trigger most of the conversation? ",Is this person more similar or dissimilar to me?,6,6,Is this person more outgoing than I am?,What is this person's type of humor? ,5,6,Is there any time where I can obviously tell that this person is similar to me?,Will I like the conversation that I'm having with this person? ,6,5,Is there anything different about this personf rom me? ,Will our conversation be awkward? ,6,3,6,6,6,6,6,6,6,6,How has this person's experience shaped them? ,Where is this person from?,6,6,Is this person similar or different to me in terms of perspective/personality?,What perspectives might this person have? ,6,6,Is this person similar or different from me? ,What is this person's experience? ,6,6,How might this person be immediately different from me?,Did we have similar backgrounds/interests?,6,6,grape,2,No.,19,1,2,1,,1,,5
