StartDate,EndDate,Duration (in seconds),Finished,ResponseId,participant_id,Personalitytest_1,Personalitytest_2,Personalitytest_3,Personalitytest_4,Personalitytest_5,Personalitytest_6,Personalitytest_7,Personalitytest_8,Personalitytest_9,Personalitytest_10,TIPIQuestions_1,TIPIQuestions_2,TIPIQuestions_3,TIPIQuestions_4,TIPIQuestions_5,TIPIQuestions_6,TIPIQuestions_7,TIPIQuestions_8,sim_other1,sim_other2,sim_other,sim_self1,sim_self2,sim_self,dissim_self1,dissim_self2,dissim_self,dissim_other1,dissim_other2,dissim_other,sim_choice_sim_first,dissim_choice_sim_first,dissim_choice_dissim_first,sim_choice_dissim_first,sim_choice,dissim_choice,similar_same,similar_diff,age,sex,race,feedback,Sam_IB1,Sam_IB4,Alex_IB4,Sam_IB3
3/1/23 9:31,3/1/23 9:36,294,1,R_3NIO7gL9j4DvSm1,169,4,5,4,5,3,4,3,3,5,3,2,1,3,2,2,6,6,7,6,4,5,5,4,4.5,4,3,3.5,3,3,3,4,3,,,4,3,4,3,32,1,5,N/A,A rabbit,An old woman,Poodles,I don't see any of those things
3/1/23 9:31,3/1/23 9:35,240,1,R_2sZng01fXOjOAcY,170,2,3,2,2,3,3,1,3,3,2,4,4,4,6,4,5,3,6,4,3,3.5,4,4,4,4,4,4,4,3,3.5,2,2,,,2,2,2,2,21,1,2,,A rabbit,I don't see any of those things,Kissing animals,A wolf
3/1/23 9:31,3/1/23 9:36,316,1,R_u3wjOD6vzgUZpu1,171,2,2,1,2,1,4,1,2,2,4,6,3,3,7,3,2,5,5,4,3,3.5,4,4,4,4,5,4.5,5,5,5,,,5,3,3,5,5,3,23,2,5,,A rabbit,A mustache,I don't see any of those things,A butterfly
3/1/23 9:31,3/1/23 9:40,557,1,R_Rek8R853aSt1opb,172,3,5,2,4,4,1,2,3,5,3,6,4,1,7,5,3,5,2,4,3,3.5,4,4,4,4,2,3,4,2,3,7,3,,,7,3,4,3,42,2,5,,An X-Ray,Poodles,I don't see any of those things,Fire
3/1/23 9:31,3/1/23 9:38,427,1,R_RKxWej4pJ5GjDEd,173,2,4,2,5,3,3,1,3,4,2,7,3,2,5,4,4,5,5,7,7,7,5,5,5,5,5,5,5,5,5,7,6,,,7,6,7,6,25,2,5,,A mask,A mustache,Kissing animals,A wolf
3/1/23 9:31,3/1/23 9:38,398,1,R_2taiSkJGM5i1Vs7,174,4,4,4,5,4,4,4,5,3,5,5,2,7,2,7,5,2,4,5,5,5,5,5,5,4,4,4,4,4,4,,,2,5,5,2,6,2,29,1,3,,A pelvis,Poodles,An old woman,I don't see any of those things
3/1/23 9:31,3/1/23 9:37,361,1,R_3CE51uJwQK5MEnz,175,2,2,1,2,2,3,1,2,3,2,2,5,2,6,2,3,3,7,5,5,5,6,5,5.5,4,5,4.5,4,2,3,4,3,,,4,3,5,1,48,2,5,,An X-Ray,A mustache,Kissing animals,I don't see any of those things
3/1/23 9:31,3/1/23 9:35,243,1,R_3rIq27AafwItJSd,176,3,4,2,2,4,3,2,2,3,3,3,2,4,6,6,3,5,6,4,4,4,4,3,3.5,4,4,4,4,4,4,,,3,3,3,3,4,4,24,1,5,,A mask,Poodles,I don't see any of those things,I don't see any of those things
3/1/23 9:31,3/1/23 9:38,421,1,R_2xRzyCqM8FPwnUu,177,3,3,3,2,3,3,3,4,3,3,5,4,5,3,5,5,3,4,5,5,5,5,5,5,4,4,4,4,4,4,6,5,,,6,5,5,4,46,1,3,,An X-Ray,I don't see any of those things,Poodles,Fire
3/1/23 9:31,3/1/23 9:36,306,1,R_5vfrlDsc9DD1ty9,178,1,4,3,2,2,1,1,4,5,2,1,1,7,7,5,7,1,1,5,5,5,5,5,5,5,7,6,5,6,5.5,6,5,,,6,5,5,6,22,1,1,,A pelvis,Kissing animals,A mustache,I don't see any of those things
3/1/23 9:31,3/1/23 9:40,524,1,R_1IWuChbDYlI3HAK,179,1,1,2,2,1,2,2,2,3,2,4,5,6,5,5,6,3,7,5,5,5,6,6,6,3,3,3,2,2,2,,,3,7,7,3,6,3,49,1,5,None.,A pelvis,Poodles,I don't see any of those things,A mask
3/1/23 9:31,3/1/23 9:37,320,1,R_szZgnZ2QCblSvSN,180,1,2,1,1,1,1,2,1,2,2,1,6,1,5,2,2,1,6,5,6,5.5,5,5,5,5,5,5,4,3,3.5,6,6,,,6,6,5,4,45,1,5,,An X-Ray,Kissing animals,An old woman,A wolf
3/1/23 9:32,3/1/23 9:38,404,1,R_3DiM0hq2XtG1HrI,181,2,4,3,1,1,2,2,2,4,2,1,6,6,3,4,3,2,7,5,5,5,4,4,4,4,4,4,4,4,4,4,4,,,4,4,5,4,45,1,5,N/A,A pelvis,An old woman,Poodles,I don't see any of those things
3/1/23 9:32,3/1/23 9:36,268,1,R_AiLGjrkjfNO885H,182,3,4,4,3,4,4,3,4,4,4,5,5,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,4,4,40,1,5,,A rabbit,An old woman,A mustache,Fire
3/1/23 9:32,3/1/23 9:38,356,1,R_3sub5DgMR0t7mPk,183,4,4,4,3,2,2,4,4,3,2,2,3,6,5,6,3,2,6,5,6,5.5,5,5,5,5,4,4.5,4,5,4.5,,,4,5,5,4,5,3,53,1,5,Nothing,A mask,A mustache,Kissing animals,A wolf
3/1/23 9:32,3/1/23 9:41,561,1,R_2wRcqOLZeYKtubS,184,4,5,3,2,2,4,3,2,4,4,6,2,3,5,5,6,6,5,5,5,5,6,5,5.5,6,6,6,5,5,5,,,5,6,6,5,6,5,25,1,5,,I don't see any of those things,I don't see any of those things,An old woman,A butterfly
3/1/23 9:32,3/1/23 9:41,532,1,R_1yJ0nD6HJoeRFER,185,3,4,2,3,1,2,2,1,3,1,3,3,2,6,6,6,4,7,6,6,6,6,6,6,4,5,4.5,5,4,4.5,6,5,,,6,5,6,5,39,2,5,Thank you for letting me participate! ,I don't see any of those things,Kissing animals,An old woman,I don't see any of those things
3/1/23 9:32,3/1/23 9:48,924,1,R_1mre7kSUUtzau3A,186,3,3,4,4,3,3,2,3,4,2,7,1,5,7,7,5,2,7,5,5,5,5,5,5,4,4,4,3,3,3,,,2,6,6,2,6,2,54,2,4,Thank you for the fun opportunity!,A pelvis,A mustache,I don't see any of those things,A butterfly
3/1/23 9:32,3/1/23 9:37,285,1,R_28PelMtzzzJTwFU,187,2,2,4,4,4,5,5,3,4,4,5,1,3,2,6,5,6,3,3,5,4,3,3,3,4,4,4,5,4,4.5,5,5,,,5,5,6,3,24,2,5,,A mask,An old woman,Poodles,A mask
3/1/23 9:32,3/1/23 9:37,294,1,R_1KxOnpG7D3BHxlb,188,2,3,2,1,2,2,3,3,2,1,5,6,5,5,4,4,5,7,5,5,5,5,5,5,4,4,4,5,4,4.5,,,4,5,5,4,6,4,21,2,5,,An X-Ray,A mustache,Poodles,A mask
3/1/23 9:32,3/1/23 9:40,441,1,R_2QMoRJ6nsv2rUIC,189,3,2,2,3,3,2,3,2,2,3,2,5,6,5,4,4,5,6,5,6,5.5,5,5,5,3,3,3,5,6,5.5,,,4,5,5,4,5,3,40,1,5,,A mask,An old woman,Poodles,A wolf
3/1/23 9:32,3/1/23 9:40,445,1,R_1HpiSYlvTuFza9v,190,2,3,2,4,2,3,1,1,1,2,5,2,3,6,6,2,6,3,5,1,3,4,1,2.5,5,1,3,4,1,2.5,1,1,,,1,1,5,3,34,2,5,,I don't see any of those things,Kissing animals,A mustache,Fire
3/1/23 9:32,3/1/23 9:40,478,1,R_31cFVwNYuO2Vrjp,191,2,4,3,4,3,2,3,3,4,4,2,1,5,3,6,5,2,7,6,5,5.5,6,5,5.5,5,5,5,5,5,5,5,4,,,5,4,6,5,66,1,5,Nothing comes to mind. On the inkblots i was trying to put into words what I was seeing and in each case one of the choices was what I was thinking. Thats kinda wild. Or leading?,A rabbit,A mustache,I don't see any of those things,A wolf
3/1/23 9:33,3/1/23 9:39,364,1,R_1ogKZc3ADOXuKXa,192,3,2,1,1,3,3,1,3,2,3,5,3,3,6,4,5,5,7,5,5,5,6,6,6,5,6,5.5,5,4,4.5,,,5,5,5,5,6,4,49,1,3,no,A mask,Poodles,Kissing animals,A wolf
3/1/23 9:33,3/1/23 9:42,569,1,R_2sQQMlwCTods1vC,193,3,2,3,1,3,2,3,3,2,2,5,4,4,5,6,5,3,6,5,5,5,5,4,4.5,4,2,3,4,2,3,5,2,,,5,2,5,2,69,2,5,rather fun,A rabbit,Poodles,I don't see any of those things,A butterfly
3/1/23 9:33,3/1/23 9:42,545,1,R_2EpmUeVifcANy4L,194,2,3,2,2,2,2,2,3,3,2,3,5,5,4,5,3,3,7,6,4,5,5,4,4.5,4,4,4,3,4,3.5,5,5,,,5,5,6,4,53,2,5,,A mask,An old woman,A mustache,I don't see any of those things
3/1/23 9:33,3/1/23 9:44,667,1,R_1dnUXYkPRwKYrz9,195,2,3,2,3,1,1,2,2,4,2,2,5,4,5,3,2,5,4,5,4,4.5,6,5,5.5,5,4,4.5,3,2,2.5,6,4,,,6,4,5,3,74,2,5,Nope,A pelvis,Kissing animals,A mustache,A mask
3/1/23 9:33,3/1/23 9:40,433,1,R_PI3vN3hBDSi2uTD,196,3,1,4,1,1,2,3,5,1,3,3,5,6,2,6,3,5,7,3,2,2.5,3,2,2.5,2,2,2,2,2,2,,,2,3,3,2,2,2,33,2,5,No.,An X-Ray,I don't see any of those things,A mustache,A wolf
3/1/23 9:33,3/1/23 9:39,364,1,R_3gUvEPFtMUDpg2K,197,3,2,2,3,4,2,2,2,3,2,3,3,2,6,7,2,3,7,6,6,6,6,6,6,4,4,4,4,3,3.5,7,3,,,7,3,6,2,28,2,5,,An X-Ray,Poodles,An old woman,I don't see any of those things
3/1/23 9:33,3/1/23 9:39,342,1,R_RDHUdcxpAk8hKEx,198,1,3,2,4,1,3,1,2,4,4,6,6,5,5,6,6,3,6,6,6,6,7,7,7,5,5,5,4,5,4.5,,,4,7,7,4,6,3,33,2,5,no,A pelvis,A mustache,I don't see any of those things,Fire
3/1/23 9:33,3/1/23 9:38,307,1,R_3sb6nT0ZBX11PI5,199,2,3,2,4,3,3,1,1,4,3,4,1,2,6,7,2,6,4,3,3,3,5,5,5,2,3,2.5,3,4,3.5,,,3,6,6,3,4,3,22,1,5,,An X-Ray,Poodles,An old woman,A wolf
3/1/23 9:33,3/1/23 9:41,488,1,R_1mdRJBTx178htQK,200,1,2,4,1,2,1,4,3,2,4,3,4,7,6,5,7,3,6,5,5,5,4,4,4,3,3,3,3,3,3,6,4,,,6,4,6,4,26,1,1,,A mask,Poodles,A mustache,A wolf
3/1/23 9:33,3/1/23 9:38,301,1,R_YXLhWeYsZ1pXeqB,201,2,3,3,5,4,3,2,2,5,3,4,2,4,5,5,3,6,6,5,5,5,4,5,4.5,5,5,5,3,1,2,,,4,5,5,4,7,4,22,2,2,thanks for the money,An X-Ray,Kissing animals,An old woman,A wolf
3/1/23 9:33,3/1/23 9:39,325,1,R_3sgnl3t6AmeoNiL,202,2,2,3,2,1,1,2,3,2,1,1,3,5,3,4,5,2,7,4,4,4,5,5,5,4,4,4,4,4,4,,,5,5,5,5,5,4,53,2,5,,An X-Ray,I don't see any of those things,Kissing animals,I don't see any of those things
3/1/23 9:34,3/1/23 9:38,263,1,R_2w67IfebGlsNb1g,203,2,2,2,1,1,2,2,4,2,1,2,4,3,5,5,4,4,7,5,5,5,4,4,4,4,4,4,4,4,4,4,3,,,4,3,5,4,33,1,5,,An X-Ray,Kissing animals,A mustache,I don't see any of those things
3/1/23 9:34,3/1/23 9:38,243,1,R_6PguzljNKYwiuNX,204,2,4,1,2,5,2,1,1,4,2,3,3,1,3,5,1,7,7,3,3,3,5,5,5,4,4,4,2,2,2,,,4,5,5,4,6,3,27,1,5,,A mask,Kissing animals,An old woman,A wolf
3/1/23 9:34,3/1/23 9:40,349,1,R_ZCViPUeAqZjv7SV,205,2,3,2,2,3,2,2,3,2,2,3,3,5,5,3,3,3,5,5,5,5,5,5,5,4,4,4,3,3,3,5,4,,,5,4,5,3,50,1,3,none,I don't see any of those things,A mustache,I don't see any of those things,Fire
3/1/23 9:34,3/1/23 9:40,403,1,R_C3RAufNlAKOWroR,206,2,4,1,2,5,5,2,1,5,4,5,1,1,7,7,1,3,7,5,4,4.5,6,5,5.5,5,4,4.5,3,1,2,5,3,,,5,3,5,3,38,1,5,,An X-Ray,I don't see any of those things,Poodles,A wolf
3/1/23 9:34,3/1/23 9:46,759,1,R_2ANKw6nyzDz7qY0,207,3,4,2,3,2,3,3,3,4,4,5,5,4,5,6,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,,,4,4,4,4,5,4,26,1,5,Great survey thanks,A mask,An old woman,Kissing animals,I don't see any of those things
3/1/23 9:34,3/1/23 9:41,411,1,R_3FJ0tCd2vzUTDJC,208,1,5,1,1,1,1,1,5,5,5,7,1,1,7,7,1,7,7,7,7,7,7,7,7,4,4,4,4,4,4,,,5,7,7,5,7,5,57,1,5,,A mask,An old woman,A mustache,I don't see any of those things
3/1/23 9:34,3/1/23 9:45,691,1,R_3qX5tdoKhsdpSzh,209,1,3,1,3,3,3,1,1,5,3,5,2,1,6,4,1,6,7,4,4,4,4,4,4,4,4,4,4,4,4,,,1,1,1,1,4,2,47,2,1,No.,A pelvis,Poodles,An old woman,A wolf
3/1/23 9:34,3/1/23 9:43,555,1,R_3jSsEQmEFB5s44z,210,2,2,1,3,2,3,2,1,2,3,3,3,3,6,1,2,5,6,5,5,5,5,5,5,4,4,4,4,4,4,6,3,,,6,3,7,2,53,1,5,,An X-Ray,I don't see any of those things,A mustache,Fire
3/1/23 9:34,3/1/23 9:41,388,1,R_1H6ra1ey8xRuxsa,211,2,3,2,3,3,3,2,2,3,3,5,3,2,4,6,5,5,3,4,5,4.5,4,5,4.5,4,4,4,4,3,3.5,,,4,4,4,4,4,3,27,1,5,,A rabbit,I don't see any of those things,Kissing animals,A butterfly
3/1/23 9:34,3/1/23 9:45,655,1,R_z20HS3Y16hJoZvr,212,2,4,1,5,3,3,1,1,5,3,5,3,2,4,4,2,5,4,4,5,4.5,5,5,5,4,6,5,3,4,3.5,5,5,,,5,5,6,3,48,1,5,,A mask,An old woman,I don't see any of those things,A butterfly
3/1/23 9:34,3/1/23 9:45,633,1,R_24Jl6FT18jXlcA2,213,2,2,3,4,2,1,2,3,3,2,2,3,5,2,4,6,3,6,5,5,5,5,5,5,6,6,6,6,6,6,4,6,,,4,6,6,3,59,1,5,,An X-Ray,I don't see any of those things,A mustache,I don't see any of those things
3/1/23 9:35,3/1/23 9:42,465,1,R_WdHgeczBSGkS3tv,214,1,4,1,1,4,1,1,2,3,2,5,6,6,7,3,1,3,7,4,4,4,5,5,5,3,3,3,3,3,3,,,3,5,5,3,6,3,32,1,5,No,I don't see any of those things,Kissing animals,Poodles,I don't see any of those things
3/1/23 9:35,3/1/23 9:41,385,1,R_1IZpNrKb2ZywRBr,215,1,5,1,5,3,5,1,1,5,5,6,2,7,7,5,1,5,7,2,1,1.5,1,1,1,4,5,4.5,2,3,2.5,,,3,2,2,3,4,3,31,2,5,,I don't see any of those things,Poodles,I don't see any of those things,A butterfly
3/1/23 9:35,3/1/23 9:42,402,1,R_z5MPrDYKq3q7f7b,216,2,2,1,1,3,3,1,1,1,3,3,3,2,6,2,1,5,6,5,5,5,5,6,5.5,4,4,4,4,3,3.5,,,3,5,5,3,6,2,40,2,5,,A rabbit,An old woman,Poodles,A wolf
3/1/23 9:35,3/1/23 9:41,377,1,R_3s5NljECUBfGySb,217,1,3,2,1,4,1,1,3,1,4,2,7,6,6,6,4,6,7,4,4,4,5,5,5,4,4,4,4,4,4,6,4,,,6,4,6,4,32,1,5,Nope,A rabbit,Poodles,An old woman,A wolf
3/1/23 9:35,3/1/23 9:42,412,1,R_W0z4ohvBCKTPqsV,218,3,4,1,2,3,3,2,2,4,3,4,3,1,5,4,2,5,6,4,5,4.5,6,5,5.5,5,5,5,4,5,4.5,,,5,6,6,5,6,5,47,1,5,thank you,I don't see any of those things,A mustache,Kissing animals,Fire
3/1/23 9:35,3/1/23 9:43,496,1,R_2S8rHOLau5kgTUU,219,4,2,4,2,1,2,4,3,2,2,5,3,6,3,3,6,5,7,5,5,5,5,5,5,5,5,5,4,4,4,,,4,5,5,4,5,4,60,2,5,,A mask,An old woman,I don't see any of those things,A mask
3/1/23 9:35,3/1/23 9:47,681,1,R_1Figs2YMJzt9Rdv,220,1,3,2,3,1,2,1,3,4,2,4,2,7,6,7,5,4,7,5,5,5,6,6,6,6,6,6,5,5,5,,,7,7,7,7,5,4,34,2,5,,A rabbit,An old woman,Poodles,A mask
3/1/23 9:35,3/1/23 9:42,421,1,R_2s4iMm9T8zHVz76,221,3,2,2,2,4,3,2,2,2,3,5,3,3,6,4,3,2,6,7,7,7,6,5,5.5,5,5,5,4,5,4.5,5,4,,,5,4,5,4,36,1,5,none,A mask,An old woman,A mustache,A wolf
3/1/23 9:35,3/1/23 9:41,321,1,R_271cPnQ5OhcHgg5,222,2,4,2,4,2,3,2,2,3,2,2,2,3,2,7,2,2,7,6,6,6,6,6,6,2,2,2,2,2,2,,,2,6,6,2,7,1,30,1,5,,A rabbit,A mustache,An old woman,A butterfly
3/1/23 9:35,3/1/23 9:43,453,1,R_BRODAYfLciKTsM9,223,4,5,4,4,2,3,4,2,5,3,2,2,5,3,5,5,4,3,5,5,5,5,5,5,4,4,4,4,4,4,,,4,5,5,4,5,3,42,1,5,,A pelvis,An old woman,A mustache,A wolf
3/1/23 9:36,3/1/23 9:44,468,1,R_2hEImjfaDbKkenn,224,2,3,1,1,1,1,2,3,1,1,4,5,4,5,3,3,3,5,3,3,3,4,4,4,4,4,4,5,5,5,5,5,,,5,5,6,3,43,2,5,,A rabbit,A mustache,Kissing animals,A wolf
3/1/23 9:36,3/1/23 9:46,591,1,R_3HigCsPIQdhnSiT,225,1,2,1,1,5,4,1,1,2,3,1,4,1,7,1,1,6,5,1,1,1,4,1,2.5,4,1,2.5,1,1,1,1,1,,,1,1,1,1,38,2,5,,An X-Ray,I don't see any of those things,An old woman,I don't see any of those things
3/1/23 9:36,3/1/23 9:47,647,1,R_26mU83Xhwoma1sO,226,4,4,4,4,1,3,4,1,5,1,3,2,6,2,6,7,4,7,6,6,6,6,6,6,5,5,5,4,4,4,6,4,,,6,4,6,2,68,2,5,I'll talk to anybody!,A pelvis,Kissing animals,A mustache,Fire
3/1/23 9:36,3/1/23 9:45,526,1,R_2pVsLbwqulZ4cL1,227,2,2,3,4,3,3,4,2,4,3,3,4,2,4,4,5,3,6,5,5,5,4,4,4,4,4,4,4,3,3.5,5,3,,,5,3,5,3,36,2,3,,An X-Ray,I don't see any of those things,An old woman,Fire
3/1/23 9:36,3/1/23 9:43,436,1,R_1LkweRoSWAm82jv,228,2,4,3,4,1,2,1,3,4,3,1,3,7,3,6,3,2,7,5,5,5,5,5,5,4,4,4,4,4,4,5,5,,,5,5,4,4,52,1,1,,A mask,I don't see any of those things,An old woman,A mask
3/1/23 9:36,3/1/23 9:44,494,1,R_3oHKAffD9t3nL48,229,1,3,2,2,3,3,1,3,3,4,2,3,5,6,4,6,5,7,4,4,4,4,4,4,4,4,4,4,4,4,,,4,5,5,4,4,3,32,1,2,Nothing,A rabbit,Poodles,I don't see any of those things,Fire
3/1/23 9:36,3/1/23 9:40,237,1,R_3emNyPPAIarwcyd,230,2,2,3,2,2,2,3,2,2,2,6,6,4,3,6,3,6,7,6,6,6,6,6,6,5,5,5,5,5,5,6,6,,,6,6,4,4,21,2,5,,An X-Ray,An old woman,Kissing animals,A wolf
3/1/23 9:36,3/1/23 9:45,551,1,R_3NPwDvnl1MdMftH,231,2,4,3,2,3,2,2,4,4,3,6,3,6,6,6,4,2,6,5,5,5,5,5,5,4,4,4,4,4,4,,,5,5,5,5,5,4,39,1,5,,A mask,A mustache,Kissing animals,Fire
3/1/23 9:36,3/1/23 9:42,371,1,R_Q3rxSbJSFVv9Q7T,232,2,2,4,4,2,2,3,2,2,1,3,3,6,3,4,6,5,6,4,4,4,4,4,4,4,3,3.5,3,4,3.5,,,4,4,4,4,3,3,29,1,5,,An X-Ray,Poodles,Kissing animals,Fire
3/1/23 9:36,3/1/23 9:42,344,1,R_0wiRvJdAjgtqRNf,233,2,4,3,4,4,3,3,3,4,4,2,2,5,6,3,2,5,2,4,2,3,4,3,3.5,4,3,3.5,4,4,4,,,4,5,5,4,4,3,40,1,5,n/a,A mask,Kissing animals,An old woman,I don't see any of those things
3/1/23 9:36,3/1/23 10:07,1855,1,R_bJHehvWOFNsk74J,234,1,4,1,3,4,3,1,2,4,4,5,6,1,4,4,5,4,5,3,3,3,6,6,6,4,4,4,4,4,4,5,5,,,5,5,5,5,25,1,1,,A pelvis,I don't see any of those things,Poodles,I don't see any of those things
3/1/23 9:36,3/1/23 9:42,315,1,R_u3XzpjG3RCecAqB,235,2,5,2,5,4,5,3,2,5,5,6,2,5,7,6,4,4,6,5,5,5,5,4,4.5,4,3,3.5,4,4,4,,,2,4,4,2,5,2,31,1,5,,I don't see any of those things,I don't see any of those things,Kissing animals,I don't see any of those things
3/1/23 9:36,3/1/23 9:42,327,1,R_1I6QdkPzFsPp45A,236,2,2,4,2,3,2,2,4,3,2,3,3,6,7,6,3,2,6,5,5,5,6,6,6,5,5,5,4,4,4,6,3,,,6,3,7,4,57,2,5,you need a biracial option,I don't see any of those things,Kissing animals,I don't see any of those things,Fire
3/1/23 9:37,3/1/23 9:42,329,1,R_3fxbC6CKNx1cFXz,237,2,3,1,2,3,3,4,1,3,2,1,6,2,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,6,3,30,2,5,,An X-Ray,I don't see any of those things,Kissing animals,A butterfly
3/1/23 9:37,3/1/23 9:43,358,1,R_2flJxyzMLoQXwWc,238,1,1,1,1,3,1,1,3,1,1,1,6,6,5,3,5,6,6,6,6,6,6,6,6,4,4,4,5,5,5,,,4,5,5,4,6,3,32,1,3,,A pelvis,Poodles,An old woman,A wolf
3/1/23 9:37,3/1/23 9:43,376,1,R_3VLHALeXN3xvEml,239,2,4,2,4,4,2,2,3,4,4,5,3,6,6,6,1,2,7,4,2,3,4,3,3.5,4,3,3.5,4,2,3,5,4,,,5,4,4,4,55,2,5,,An X-Ray,A mustache,I don't see any of those things,A wolf
3/1/23 9:37,3/1/23 9:47,642,1,R_2UYqzetSlXgIcWJ,240,2,4,1,5,4,3,1,1,5,3,4,4,1,6,3,3,5,6,5,6,5.5,5,6,5.5,4,5,4.5,4,3,3.5,,,5,6,6,5,5,4,26,2,2,,I don't see any of those things,Poodles,An old woman,Fire
3/1/23 9:37,3/1/23 9:41,226,1,R_2B8sNsvB9XPlZp7,241,2,5,3,2,3,4,3,2,4,3,3,3,4,4,6,3,4,4,4,4,4,4,3,3.5,4,2,3,3,3,3,3,3,,,3,3,5,3,34,1,5,,An X-Ray,Kissing animals,Poodles,Fire
3/1/23 9:37,3/1/23 9:42,322,1,R_3HYTU8oCLVaDhDP,242,2,3,2,3,3,2,2,2,3,3,4,4,3,5,4,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,31,1,5,,A pelvis,Kissing animals,Poodles,Fire
3/1/23 9:37,3/1/23 9:44,418,1,R_11dsHFJQPng7WOb,243,2,3,2,3,2,2,1,3,3,2,5,3,5,7,6,4,1,7,6,6,6,6,6,6,4,5,4.5,4,5,4.5,,,4,6,6,4,6,2,50,1,1,,An X-Ray,Kissing animals,I don't see any of those things,A mask
3/1/23 9:37,3/1/23 9:49,750,1,R_1Q0dHVyFHQf4sox,244,2,2,3,2,2,2,2,3,2,2,5,6,6,5,5,3,3,4,5,5,5,5,5,5,3,5,4,3,4,3.5,6,5,,,6,5,6,3,30,2,3,,An X-Ray,Poodles,I don't see any of those things,Fire
3/1/23 9:37,3/1/23 9:42,296,1,R_cunKf9RZ7lgQSQh,245,2,4,3,2,3,5,3,3,4,5,5,3,3,6,5,4,4,4,5,5,5,5,4,4.5,4,5,4.5,4,6,5,5,4,,,5,4,5,3,24,1,2,,A mask,A mustache,Poodles,A wolf
3/1/23 9:37,3/1/23 9:41,251,1,R_2wc2tPfDUNZPmns,246,2,4,2,3,2,3,2,3,4,2,5,3,6,5,5,6,2,7,6,6,6,6,6,6,5,5,5,4,4,4,6,6,,,6,6,6,3,31,1,5,,A rabbit,Poodles,I don't see any of those things,A wolf
3/1/23 9:37,3/1/23 9:45,493,1,R_1DYbNlkNyu1GspF,247,1,1,1,2,4,2,1,3,2,3,6,3,2,6,4,1,5,7,4,4,4,4,1,2.5,4,1,2.5,4,4,4,,,1,1,1,1,1,1,66,1,5,,A pelvis,Poodles,A mustache,Fire
3/1/23 9:37,3/1/23 9:43,333,1,R_1OOhk9XdZsMp4YY,248,3,3,3,3,3,2,3,3,4,2,5,2,5,5,6,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,6,4,25,2,5,no,A mask,Kissing animals,I don't see any of those things,A wolf
3/1/23 9:37,3/1/23 9:43,359,1,R_2xPHjNqi2cOdnT7,249,4,1,2,2,2,1,2,4,2,1,2,3,6,3,5,5,2,7,6,5,5.5,5,5,5,4,4,4,4,4,4,,,4,5,5,4,5,4,73,1,5,,I don't see any of those things,A mustache,I don't see any of those things,I don't see any of those things
3/1/23 9:38,3/1/23 9:44,374,1,R_2D5Hk1z12W4Hqv4,250,2,3,2,2,1,4,2,3,2,2,2,2,5,3,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,3,39,1,5,,I don't see any of those things,Kissing animals,A mustache,A butterfly
3/1/23 9:38,3/1/23 9:45,435,1,R_3JfUYAGPWAfy2SX,251,2,3,3,3,1,2,2,2,3,1,5,2,4,3,4,5,6,7,7,4,5.5,5,4,4.5,7,4,5.5,5,4,4.5,1,1,,,1,1,4,4,56,2,5,,A mask,Kissing animals,A mustache,Fire
3/1/23 9:38,3/1/23 9:45,421,1,R_2sSy2UWUPKxA2dl,252,2,3,2,3,4,2,2,4,3,3,2,2,4,3,4,3,3,7,5,4,4.5,5,5,5,5,6,5.5,3,4,3.5,6,6,,,6,6,5,3,23,2,5,,A mask,Poodles,An old woman,A wolf
3/1/23 9:38,3/1/23 9:49,648,1,R_11cs32C5XEsvK3k,253,2,5,2,4,2,2,2,4,5,2,5,1,5,6,6,3,1,5,6,5,5.5,6,5,5.5,5,5,5,5,5,5,,,2,3,3,2,4,3,32,1,5,,An X-Ray,An old woman,Kissing animals,A wolf
3/1/23 9:38,3/1/23 9:43,285,1,R_2Byb0K5149i65XP,254,3,5,2,5,3,2,3,2,5,3,6,5,1,1,4,5,5,7,6,6,6,6,6,6,4,4,4,3,3,3,,,2,6,6,2,5,3,19,3,5,,A pelvis,Poodles,An old woman,Fire
3/1/23 9:38,3/1/23 9:43,269,1,R_2y7cTNek3FaoRTG,255,2,5,2,5,4,3,2,2,5,5,6,3,6,5,6,1,6,6,4,4,4,5,5,5,4,3,3.5,4,3,3.5,,,4,5,5,4,5,4,56,1,5,"I didn't notice any errors or typos and had no issues at all, thanks!",A mask,I don't see any of those things,Poodles,A butterfly
3/1/23 9:38,3/1/23 9:44,334,1,R_2c1UIIOcqwYOjkd,256,4,4,5,2,4,3,5,1,4,3,5,1,4,5,4,7,5,2,4,4,4,5,4,4.5,4,4,4,3,3,3,,,5,5,5,5,5,3,26,2,5,,A pelvis,I don't see any of those things,Kissing animals,A wolf
