startdate,enddate,responseId,participant_id,check_choose_avatar,attention_check,exclude,condition,black_white,female_male,dissim_self,dissim_other,sim_self,sim_other,dissim_choice,sim_choice,dissim_similar,sim_similar,age,sex,race,feedback
9/27/21 10:32,9/27/21 10:36,R_2ykppXYJimAXNEn,wf_15,1,5,0,w_f,white,female,5,6,5,7,2,1,5,5,20,2,5,
9/27/21 9:16,9/27/21 9:20,R_2ql7WrULHu4WMDh,wf_16,2,5,0,w_f,white,female,6,2,5,3,1,1,2,6,54,2,5,
9/27/21 8:03,9/27/21 8:08,R_4OXJAMF2ovc0Ekp,wf_17,2,5,0,w_f,white,female,4,4,4,4,1,1,3,5,34,2,5,
9/27/21 8:26,9/27/21 8:37,R_eanxoBQMvq7aSkx,wf_18,2,5,0,w_f,white,female,7,6,7,6,1,1,5,5,49,2,5,
9/27/21 9:11,9/27/21 9:17,R_3iI0uEQk5HKs5lF,wf_19,2,5,0,w_f,white,female,4,4,3,3,1,2,4,5,27,2,5,
9/27/21 10:59,9/27/21 11:10,R_SP0pP2lqXerytTb,wf_20,2,5,0,w_f,white,female,4,4,4,4,1,1,3,5,46,2,5,You don’t leave enough time to fully read the instructions in the places where moving on to the next page is not controlled by the subject.
9/27/21 10:28,9/27/21 10:32,R_2WH9yh4wNfoTufa,wf_21,2,5,0,w_f,white,female,4,4,4,4,1,1,4,4,22,2,5,
9/27/21 10:36,9/27/21 10:41,R_1dgciVLKOganr44,wf_22,2,5,0,w_f,white,female,3,3,3,3,1,2,3,4,44,2,5,
9/27/21 10:24,9/27/21 10:28,R_2t9ARbNwcDIQpIF,wf_23,2,5,0,w_f,white,female,3,4,2,3,1,2,3,3,25,2,5,nope
9/27/21 8:22,9/27/21 8:25,R_vvJoccT7VaTehvH,wf_24,4,5,0,w_f,white,female,2,1,2,1,1,1,2,7,20,2,5,no thank you!
9/27/21 8:35,9/27/21 8:39,R_3QWrm8Eq9YLEMUw,wf_25,4,5,0,w_f,white,female,7,7,7,7,1,1,4,7,22,2,5,
9/27/21 9:36,9/27/21 9:39,R_RkSU44wrh2m88jn,wf_26,4,5,0,w_f,white,female,4,4,4,4,1,1,5,7,27,2,5,
9/27/21 9:50,9/27/21 10:01,R_2qy3pOrKftILIWn,wf_27,4,5,0,w_f,white,female,7,7,7,7,1,1,7,7,56,2,5,
9/27/21 10:40,9/27/21 10:43,R_1gM9H9Lolk6HAvU,wf_28,4,5,0,w_f,white,female,5,4,5,4,1,1,6,7,53,2,5,Thank you for this opportunity to participate!
9/27/21 8:31,9/27/21 8:37,R_3q9YFV8dzKEBa7T,wf_29,4,5,0,w_f,white,female,4,4,4,4,1,1,2,6,50,2,5,
9/27/21 8:59,9/27/21 9:03,R_1NxEPqoKXrLvvbg,wf_30,4,5,0,w_f,white,female,6,5,6,6,1,1,5,6,24,2,5,
9/27/21 9:16,9/27/21 9:19,R_a94xCpEKUyPYooN,wf_31,4,5,0,w_f,white,female,7,5,7,7,1,2,4,6,20,2,5,
9/27/21 9:20,9/27/21 9:27,R_2PzJntPbVMxkiZ5,wf_32,4,5,0,w_f,white,female,7,6,7,6,1,2,5,6,35,2,5,"I chose the person who's avatar depicted a different race because I am really interested in learning perspectives of those who may live their lives differently than I do.  Though race is not always an indication of living a different life, I can assume they have at least a few different experiences with the country we live in because of it. "
9/27/21 9:26,9/27/21 9:30,R_wT98De83TLZhHWh,wf_33,4,5,0,w_f,white,female,4,4,4,4,1,1,5,6,25,2,5,
9/27/21 9:14,9/27/21 9:30,R_3lXEw5S5GFXxsa9,wf_34,4,5,0,w_f,white,female,4,4,4,4,1,1,6,6,40,2,5,"I chose to talk to both women because, as a woman who has lived through 10 years of domestic violence and abuse, I feel more comfortable speaking to women than I am to men. I feel that information is pertinent for you to know as researchers because it is not a standard question asked regarding the demographics of study participants. "
9/27/21 9:38,9/27/21 9:43,R_2zHEojYRalDETuf,wf_35,4,5,0,w_f,white,female,5,4,4,4,1,1,3,6,59,2,5,"I'm usually more interested in talking with someone more different than me, to learn things outside my usual perspective. I generally assume people who look like me have much of the same life experience as I do. "
9/27/21 9:43,9/27/21 9:46,R_3nTXULlimcL4p3b,wf_36,4,5,0,w_f,white,female,7,4,7,4,1,1,5,6,29,2,5,
9/27/21 10:10,9/27/21 10:14,R_vI7k9nTSWFpdmaB,wf_37,4,5,0,w_f,white,female,5,4,4,4,1,1,4,6,27,2,5,
9/27/21 10:19,9/27/21 10:23,R_23W8YZj687lWffw,wf_38,4,5,0,w_f,white,female,5,5,6,6,1,1,3,6,38,2,5,
9/27/21 10:20,9/27/21 10:24,R_21pPW4a18oD7Qd1,wf_39,4,5,0,w_f,white,female,6,4,5,4,1,1,2,6,20,2,5,
9/27/21 10:24,9/27/21 10:29,R_1GxdsOfyufpfVCW,wf_40,4,5,0,w_f,white,female,5,4,4,4,1,1,3,6,34,2,5,
9/27/21 10:29,9/27/21 10:36,R_1pzI3JBnOfNnCaG,wf_41,4,5,0,w_f,white,female,5,5,6,6,1,2,5,6,52,2,5,I enjoyed this study
9/27/21 10:46,9/27/21 10:51,R_3fouzG8VAZfej3n,wf_42,4,5,0,w_f,white,female,4,4,4,4,1,1,2,6,18,2,5,
9/27/21 10:48,9/27/21 10:52,R_2XmMby33pho8CKr,wf_43,4,5,0,w_f,white,female,7,5,7,6,1,1,5,6,26,2,5,
9/27/21 10:51,9/27/21 10:55,R_3PS2D02oitaQB0G,wf_44,4,5,0,w_f,white,female,2,2,2,2,1,1,5,6,20,2,5,
9/27/21 8:04,9/27/21 8:08,R_3EcWn66u8YwfBTb,wf_45,4,5,0,w_f,white,female,5,3,3,3,1,2,2,5,,2,5,
9/27/21 8:16,9/27/21 8:20,R_3e7UFyshXbiuHxu,wf_46,4,5,0,w_f,white,female,6,4,4,4,1,2,4,5,55,2,5,most interesting  one ive done today. thanks
9/27/21 8:26,9/27/21 8:30,R_2dzmm38IRaHGuQS,wf_47,4,5,0,w_f,white,female,7,5,7,5,1,2,4,5,47,2,5,
9/27/21 8:33,9/27/21 8:35,R_3gLzb6hkGMfZzPw,wf_48,4,5,0,w_f,white,female,6,4,5,4,1,2,4,5,22,2,5,
9/27/21 9:23,9/27/21 9:27,R_2wiZuhcqaMgUulD,wf_49,4,5,0,w_f,white,female,6,4,6,4,1,2,4,5,45,2,5,
9/27/21 9:49,9/27/21 9:54,R_2aXIrwNDizefNgZ,wf_50,4,5,0,w_f,white,female,5,3,5,3,1,1,3,5,28,2,5,
9/27/21 10:18,9/27/21 10:24,R_2dXsNjZxOMBkUjG,wf_51,4,5,0,w_f,white,female,5,4,5,4,1,1,4,5,44,2,5,
9/27/21 10:22,9/27/21 10:25,R_WAJUNJuFzj9PMo9,wf_52,4,5,0,w_f,white,female,5,5,5,5,1,1,4,5,21,2,5,
9/27/21 10:30,9/27/21 10:32,R_1JX8YipGIhJM4Rl,wf_53,4,5,0,w_f,white,female,5,5,5,5,1,2,3,5,28,2,5,
9/27/21 10:38,9/27/21 10:41,R_1gbA84yBtRYB9j7,wf_54,4,5,0,w_f,white,female,5,5,5,5,1,1,3,5,19,2,5,
9/27/21 10:44,9/27/21 10:47,R_3JCNSZciO9D1Hwo,wf_55,4,5,0,w_f,white,female,4,3,3,3,1,1,4,5,21,2,5,
9/27/21 10:46,9/27/21 10:51,R_2zD4vz70M80qmAR,wf_56,4,5,0,w_f,white,female,7,7,7,7,1,1,5,5,53,2,5,
9/27/21 10:49,9/27/21 10:54,R_429WN963Yg7G5A5,wf_57,4,5,0,w_f,white,female,4,3,4,2,1,1,3,5,25,2,5,
9/27/21 10:48,9/27/21 10:54,R_3kwgF39o2jb3rvG,wf_58,4,5,0,w_f,white,female,4,4,3,3,1,2,4,5,26,2,5,
9/27/21 10:56,9/27/21 10:59,R_so5tGqXj6DQVcnn,wf_59,4,5,0,w_f,white,female,4,4,4,4,1,1,3,5,22,2,5,
9/27/21 11:03,9/27/21 11:07,R_2TZUYu2NHnrMI3N,wf_60,4,5,0,w_f,white,female,4,4,3,4,1,2,4,5,21,2,5,
9/27/21 8:22,9/27/21 8:27,R_1mPIxJEJrPFlpzh,wf_61,4,5,0,w_f,white,female,4,4,4,4,1,1,4,4,28,2,5,
9/27/21 9:14,9/27/21 9:21,R_1pn6IWQYDJnEcLv,wf_62,4,5,0,w_f,white,female,5,3,5,3,1,1,3,4,32,2,5,
9/27/21 9:49,9/27/21 9:54,R_BVCO0g4KlJ0XB4t,wf_63,4,5,0,w_f,white,female,5,5,5,5,1,1,4,4,44,2,5,
9/27/21 10:10,9/27/21 10:15,R_6R1Cz2Uiy59VLoZ,wf_64,4,5,0,w_f,white,female,5,3,5,3,1,2,4,4,19,2,5,
9/27/21 10:35,9/27/21 10:38,R_2UVF50Z7LNQsCVY,wf_65,4,5,0,w_f,white,female,3,3,3,3,1,1,3,4,38,2,5,
9/27/21 8:09,9/27/21 8:12,R_W0ZC3gvrsdm2vQJ,wf_66,4,5,0,w_f,white,female,3,3,3,3,1,1,3,3,29,2,5,
9/27/21 9:47,9/27/21 9:51,R_3qPefDfC5mZ9f2V,wf_67,4,5,0,w_f,white,female,6,5,3,4,1,2,4,3,33,2,5,
9/27/21 9:52,9/27/21 9:55,R_1o5quY3gkQl74Wb,wf_68,4,5,0,w_f,white,female,2,2,2,2,1,1,2,3,33,2,5,I think it would be easier to select the avatars without the watermark/logo in the background.
9/27/21 11:04,9/27/21 11:06,R_095AtTihgCcsFG1,wf_69,4,5,0,w_f,white,female,3,2,2,2,1,1,3,3,23,2,5,
9/27/21 7:40,9/27/21 7:44,R_2dFQaKIzMtYMG3k,wf_70,6,5,0,w_f,white,female,7,7,7,7,1,1,7,7,35,2,5,
9/27/21 8:04,9/27/21 8:07,R_1BS2c6QDEhfOl5X,wf_71,6,5,0,w_f,white,female,1,1,1,1,2,2,7,7,44,2,5,
9/27/21 8:47,9/27/21 8:52,R_1otcK0rIdfpldDZ,wf_72,6,5,0,w_f,white,female,1,1,1,1,2,2,7,7,48,2,5,I kind of regret not talking to people. I guess it would have been more interesting. 
9/27/21 9:27,9/27/21 9:31,R_2CpkiXQQ6a7k6fm,wf_73,6,5,0,w_f,white,female,4,4,4,3,1,1,6,7,42,2,5,
9/27/21 9:43,9/27/21 9:46,R_1OK8TXlrIgdPph9,wf_74,6,5,0,w_f,white,female,7,7,4,4,1,1,5,7,37,2,5,Bope
9/27/21 10:05,9/27/21 10:08,R_3ELUmktKYuDrZjM,wf_75,6,5,0,w_f,white,female,7,3,5,3,1,2,5,7,27,2,5,
9/27/21 10:01,9/27/21 10:10,R_2XjKZ4gK2iePdfD,wf_76,6,5,0,w_f,white,female,4,1,4,1,1,1,7,7,41,2,5,"It was nothing personal in my answers, I just don't really like talking to people I don't know and I wasn't aware I might have been asked to. I felt I had a lot in common or could relate with the others because we are all human. 
"
9/27/21 10:44,9/27/21 10:47,R_22WxP11zAn8s61F,wf_77,6,5,0,w_f,white,female,5,5,6,5,1,1,7,7,34,2,5,
9/27/21 10:58,9/27/21 11:01,R_dnIOLGSfxDyp3Sp,wf_78,6,5,0,w_f,white,female,7,6,7,6,1,1,7,7,35,2,5,
9/27/21 7:39,9/27/21 7:44,R_3h5wN6ZdSnWGXbs,wf_79,6,5,0,w_f,white,female,6,4,6,4,1,1,6,6,23,2,5,no
9/27/21 8:11,9/27/21 8:16,R_3EXtXvmnRIRmtW4,wf_80,6,5,0,w_f,white,female,7,4,7,4,1,1,5,6,29,2,5,Nothing. Thank you!
9/27/21 8:07,9/27/21 8:17,R_0SY1Fcn6HsNpNxD,wf_81,6,5,0,w_f,white,female,4,4,4,4,1,1,5,6,29,2,5,N/A
9/27/21 8:32,9/27/21 8:36,R_3HjY9H0nHgS6GqW,wf_82,6,5,0,w_f,white,female,7,6,7,6,1,1,6,6,54,2,5,
9/27/21 8:51,9/27/21 8:55,R_Y05nfkc4kOQJq1P,wf_83,6,5,0,w_f,white,female,7,5,7,5,1,1,6,6,23,2,5,
9/27/21 8:58,9/27/21 9:00,R_3Iaf8YtPYKHpsaP,wf_84,6,5,0,w_f,white,female,5,3,5,3,2,1,6,6,29,2,5,
9/27/21 8:58,9/27/21 9:01,R_2TyIAX6dD8TfwoL,wf_85,6,5,0,w_f,white,female,6,5,5,6,1,1,4,6,25,2,5,no
9/27/21 9:01,9/27/21 9:05,R_24HH5dc6Pbgxh36,wf_86,6,5,0,w_f,white,female,7,7,7,7,1,1,6,6,36,2,5,
9/27/21 9:01,9/27/21 9:05,R_1oBG4UatFOeEDka,wf_87,6,5,0,w_f,white,female,7,6,7,7,1,1,6,6,32,2,5,
9/27/21 9:34,9/27/21 9:38,R_2YGoUZB5LfsBSRW,wf_88,6,5,0,w_f,white,female,5,4,5,4,1,1,5,6,32,2,5,
9/27/21 9:38,9/27/21 9:42,R_3JsykgK10t0Ri25,wf_89,6,5,0,w_f,white,female,4,2,4,2,1,1,6,6,45,2,5,
9/27/21 9:46,9/27/21 9:51,R_1hKESgmSGXm5ZnQ,wf_90,6,5,0,w_f,white,female,4,4,4,4,1,1,5,6,25,2,5,no I dont think so
9/27/21 9:48,9/27/21 9:52,R_2xwP2ZPi6DydpWx,wf_91,6,5,0,w_f,white,female,5,4,5,4,1,1,4,6,42,2,5,
9/27/21 9:54,9/27/21 9:57,R_3HvKtvQZVHTlTYY,wf_92,6,5,0,w_f,white,female,6,2,4,4,1,1,3,6,21,2,5,
9/27/21 9:55,9/27/21 9:59,R_1OOwN1zfgkwYxq9,wf_93,6,5,0,w_f,white,female,4,3,4,3,1,2,3,6,23,2,5,
9/27/21 9:56,9/27/21 10:00,R_3nwteSw9avkkL8p,wf_94,6,5,0,w_f,white,female,6,4,6,4,1,1,5,6,43,2,5,I really wanted to chat with someone!
9/27/21 10:01,9/27/21 10:04,R_1NymQXiEz3jCGd5,wf_95,6,5,0,w_f,white,female,5,5,5,5,1,1,6,6,20,2,5,
9/27/21 10:16,9/27/21 10:18,R_2X6b3VMfFXDAidl,wf_96,6,5,0,w_f,white,female,5,4,5,4,1,1,4,6,22,2,5,
9/27/21 10:21,9/27/21 10:24,R_2fB6vFsZMJZFyeF,wf_97,6,5,0,w_f,white,female,5,3,4,3,1,1,3,6,24,2,5,None
9/27/21 10:21,9/27/21 10:25,R_21tQOQEDXZEkeGt,wf_98,6,5,0,w_f,white,female,5,3,5,4,1,1,5,6,21,2,5,
9/27/21 10:23,9/27/21 10:27,R_2s5cQ2qwqkfNNU3,wf_99,6,5,0,w_f,white,female,5,5,4,4,1,2,3,6,48,2,5,
9/27/21 10:39,9/27/21 10:41,R_22taYcWjZDwy9Lv,wf_100,6,5,0,w_f,white,female,7,4,7,4,1,1,5,6,38,2,5,
9/27/21 10:41,9/27/21 10:44,R_2V9qSLTPLYrphO2,wf_101,6,5,0,w_f,white,female,6,4,6,5,1,1,5,6,30,2,5,
9/27/21 10:45,9/27/21 10:49,R_XBNCSbJtalhQypb,wf_102,6,5,0,w_f,white,female,5,5,5,5,1,1,5,6,20,2,5,
9/27/21 10:45,9/27/21 10:49,R_2S7hHI7czBLgi7B,wf_103,6,5,0,w_f,white,female,6,5,6,6,2,1,5,6,20,2,5,
9/27/21 10:51,9/27/21 10:59,R_2xW2H4gXL3mtXWJ,wf_104,6,5,0,w_f,white,female,7,5,7,5,1,1,6,6,28,2,5,
9/27/21 10:55,9/27/21 11:00,R_e8WcvXHk98HdEGt,wf_105,6,5,0,w_f,white,female,7,4,7,6,1,2,5,6,49,2,5,
9/27/21 10:57,9/27/21 11:01,R_2QVzXzXmkHjs1iJ,wf_106,6,5,0,w_f,white,female,2,1,2,2,2,2,4,6,18,2,5,
9/27/21 10:58,9/27/21 11:03,R_1meFvgNlnKKmKGY,wf_107,6,5,0,w_f,white,female,5,3,5,6,2,1,5,6,29,2,5,
9/27/21 10:58,9/27/21 11:05,R_3kcXMMBzVs3oKu3,wf_108,6,5,0,w_f,white,female,5,2,3,3,2,1,1,6,44,2,5,
9/27/21 11:03,9/27/21 11:09,R_1ptVzBZ2Z9d0teF,wf_109,6,5,0,w_f,white,female,6,5,6,5,1,1,4,6,21,2,5,
9/27/21 11:30,9/27/21 11:34,R_2UcuKYtpZKUBuVO,wf_110,6,5,0,w_f,white,female,5,5,5,5,1,1,4,6,26,2,5,
9/27/21 8:00,9/27/21 8:05,R_2yqKBOSCGyOK1jF,wf_111,6,5,0,w_f,white,female,4,4,4,4,1,1,3,5,39,2,5,
9/27/21 8:03,9/27/21 8:07,R_3rI3a4AK6ftwcvW,wf_112,6,5,0,w_f,white,female,3,3,3,3,1,1,5,5,37,2,5,
9/27/21 8:26,9/27/21 8:29,R_1mXaSj6SXSP8Opi,wf_113,6,5,0,w_f,white,female,6,6,5,5,1,1,4,5,22,2,5,
9/27/21 8:28,9/27/21 8:30,R_2aKPG0yJwpVqlvZ,wf_114,6,5,0,w_f,white,female,4,4,4,4,1,1,5,5,36,2,5,
9/27/21 8:30,9/27/21 8:33,R_TsZdlVYm28TIGSB,wf_115,6,5,0,w_f,white,female,1,1,1,1,1,2,5,5,27,2,5,
9/27/21 8:40,9/27/21 8:43,R_33x0gWR3S95H3Xu,wf_116,6,5,0,w_f,white,female,6,4,5,4,1,1,4,5,25,2,5,
9/27/21 8:41,9/27/21 8:44,R_21A4OB7ghviBP9z,wf_117,6,5,0,w_f,white,female,5,4,5,4,1,1,4,5,23,2,5,
9/27/21 8:41,9/27/21 8:47,R_cTn1PdPBpzlYlSV,wf_118,6,5,0,w_f,white,female,7,6,7,6,1,2,3,5,34,2,5,
9/27/21 8:45,9/27/21 8:51,R_1r8lpa2BLU8lj0h,wf_119,6,5,0,w_f,white,female,3,2,3,3,1,1,4,5,31,2,5,I'm introverted
9/27/21 8:49,9/27/21 8:53,R_2D8gH3RjPH3sICe,wf_120,6,5,0,w_f,white,female,6,3,5,3,1,1,4,5,20,2,5,
9/27/21 8:56,9/27/21 9:01,R_1do7XgvMPeZ0joK,wf_121,6,5,0,w_f,white,female,6,5,5,5,1,1,4,5,32,2,5,No thank you
9/27/21 8:57,9/27/21 9:02,R_YQ60r7rkfwUYBPz,wf_122,6,5,0,w_f,white,female,6,4,4,4,1,1,4,5,29,2,5,
9/27/21 9:02,9/27/21 9:06,R_10IZ8pQYON9R9X9,wf_123,6,5,0,w_f,white,female,5,5,5,5,1,2,3,5,48,2,5,
9/27/21 9:15,9/27/21 9:19,R_vHmfZq4RkJ2Tvb3,wf_124,6,5,0,w_f,white,female,5,3,4,4,1,2,4,5,22,2,5,
9/27/21 9:20,9/27/21 9:24,R_31yJjXyAv0hDTyE,wf_125,6,5,0,w_f,white,female,5,3,3,3,1,2,3,5,22,2,5,
9/27/21 9:24,9/27/21 9:29,R_2TSmM3YwNkNXb8D,wf_126,6,5,0,w_f,white,female,4,4,4,4,1,1,5,5,27,2,5,
9/27/21 9:29,9/27/21 9:32,R_1hGr7KJlfMkejc8,wf_127,6,5,0,w_f,white,female,5,4,5,4,1,1,4,5,34,2,5,
9/27/21 9:35,9/27/21 9:39,R_3iX6niQb1aDi3Pz,wf_128,6,5,0,w_f,white,female,3,3,3,3,1,1,5,5,55,2,5,
9/27/21 9:44,9/27/21 9:48,R_1dcW3YYZoUs7Gpi,wf_129,6,5,0,w_f,white,female,2,2,2,2,2,2,5,5,31,2,5,"Poorly worded survey - I'm not interested in randomly talking to anyone, regardless of race. Maybe if you provided a scenario for the conversation. "
9/27/21 9:44,9/27/21 9:50,R_szNsI8xhQBesaTn,wf_130,6,5,0,w_f,white,female,6,4,4,4,1,1,5,5,18,2,5,"I was more hesitant to talk to the second lady because the avatar almost had a bit of a ""Karen"" haircut, which is associated with moodiness."
9/27/21 9:49,9/27/21 9:52,R_33kHhxb15z7P9Ce,wf_131,6,5,0,w_f,white,female,3,2,2,2,1,2,3,5,19,2,5,
9/27/21 9:48,9/27/21 9:52,R_1gqiaK9YPp21kzk,wf_132,6,5,0,w_f,white,female,3,3,3,3,2,1,3,5,21,2,5,
9/27/21 9:48,9/27/21 9:54,R_1DSep2W1yertijw,wf_133,6,5,0,w_f,white,female,6,6,6,6,1,1,4,5,47,2,5,
9/27/21 9:52,9/27/21 10:00,R_3lMOSqmBDLOqSWz,wf_134,6,5,0,w_f,white,female,5,4,5,4,1,1,5,5,27,2,5,
9/27/21 9:53,9/27/21 10:01,R_2xVRiAb3vpuXA5b,wf_135,6,5,0,w_f,white,female,4,4,4,4,2,1,3,5,51,2,5,I chose to chat with the avatar that looked closest to my age : ) 
9/27/21 10:01,9/27/21 10:04,R_VWiyB9p1DSeCAzT,wf_136,6,5,0,w_f,white,female,4,4,4,4,1,2,2,5,19,2,5,N/A
9/27/21 10:14,9/27/21 10:17,R_Q9UZ4pbT3I3EMNz,wf_137,6,5,0,w_f,white,female,4,4,4,4,1,1,5,5,19,2,5,
9/27/21 10:15,9/27/21 10:20,R_1FyXumCYDhT3LKx,wf_138,6,5,0,w_f,white,female,6,5,6,5,1,1,4,5,28,2,5,
9/27/21 10:21,9/27/21 10:24,R_3fvaklihTORb5qp,wf_139,6,5,0,w_f,white,female,6,4,6,4,1,1,5,5,19,2,5,N/A
9/27/21 10:27,9/27/21 10:31,R_3szDJ03D9bTyRDs,wf_140,6,5,0,w_f,white,female,4,4,4,4,1,2,5,5,20,2,5,No
9/27/21 10:33,9/27/21 10:37,R_27KG7S6C32rH028,wf_141,6,5,0,w_f,white,female,7,5,7,5,1,1,5,5,43,2,5,
9/27/21 10:37,9/27/21 10:41,R_ahhaBN8sXvXe6Gd,wf_142,6,5,0,w_f,white,female,4,3,4,3,1,1,4,5,20,2,5,
9/27/21 10:38,9/27/21 10:41,R_3fqjJEGMwewUmmE,wf_143,6,5,0,w_f,white,female,3,3,3,3,1,1,4,5,18,2,5,
9/27/21 10:37,9/27/21 10:41,R_3ET5MOQjgobKNk0,wf_144,6,5,0,w_f,white,female,3,3,3,4,1,2,4,5,23,2,5,
9/27/21 10:46,9/27/21 10:49,R_27PhIBO0y9VFC7E,wf_145,6,5,0,w_f,white,female,6,5,6,5,1,1,4,5,27,2,5,
9/27/21 10:46,9/27/21 10:50,R_2WMhhFP62pnuvDH,wf_146,6,5,0,w_f,white,female,4,3,4,3,1,2,3,5,43,2,5,
9/27/21 10:50,9/27/21 10:54,R_AuIql4xwsu534sx,wf_147,6,5,0,w_f,white,female,5,5,5,5,1,1,3,5,33,2,5,
9/27/21 10:52,9/27/21 10:55,R_3MPvG4619oBazZF,wf_148,6,5,0,w_f,white,female,5,4,5,4,1,1,4,5,18,2,5,
9/27/21 10:53,9/27/21 10:56,R_8HVRrhI7mjqDpoR,wf_149,6,5,0,w_f,white,female,6,3,6,3,1,1,5,5,25,2,5,
9/27/21 10:54,9/27/21 10:58,R_eYan6umZC7Jw5uF,wf_150,6,5,0,w_f,white,female,2,2,2,2,1,1,1,5,23,2,5,
9/27/21 11:01,9/27/21 11:05,R_33DP9qWtHypk9f9,wf_151,6,5,0,w_f,white,female,6,5,6,5,1,1,5,5,36,2,5,
9/27/21 11:04,9/27/21 11:06,R_D1PBLiKhOOSh2jT,wf_152,6,5,0,w_f,white,female,4,4,4,4,1,1,4,5,29,2,5,
9/27/21 11:03,9/27/21 11:07,R_1qXvDKCXNhD3nWt,wf_153,6,5,0,w_f,white,female,6,5,6,5,1,1,4,5,22,2,5,
9/27/21 7:59,9/27/21 8:03,R_3OkLGDZfsKNTRsb,wf_154,6,5,0,w_f,white,female,3,3,3,3,1,1,4,4,20,2,5,no
9/27/21 8:04,9/27/21 8:07,R_1IcJYvAfCdX3dZ7,wf_155,6,5,0,w_f,white,female,3,3,3,3,2,1,2,4,32,2,5,
9/27/21 8:07,9/27/21 8:11,R_A4dWuLDMGJXqw4V,wf_156,6,5,0,w_f,white,female,4,3,4,3,1,1,4,4,40,2,5,
9/27/21 8:15,9/27/21 8:19,R_12zf0lIQ0wyfFIC,wf_157,6,5,0,w_f,white,female,3,3,3,3,2,1,3,4,51,2,5,
9/27/21 8:15,9/27/21 8:19,R_29ulMpNX2wBb9t9,wf_158,6,5,0,w_f,white,female,6,4,5,4,1,1,4,4,27,2,5,
9/27/21 8:17,9/27/21 8:25,R_erkr183Ld3DpSr7,wf_159,6,5,0,w_f,white,female,6,5,6,5,1,1,3,4,29,2,5,No
9/27/21 8:19,9/27/21 8:25,R_bj9R0hRH6IyWsxP,wf_160,6,5,0,w_f,white,female,7,6,7,6,1,1,4,4,54,2,5,
9/27/21 8:22,9/27/21 8:27,R_tEW2RpvKnP2eLM5,wf_161,6,5,0,w_f,white,female,4,4,4,4,1,2,4,4,37,2,5,I did not ever see or hear a convo? I dont think this worked properly for me
9/27/21 8:23,9/27/21 8:28,R_3MoqpqQqDVYZBHw,wf_162,6,5,0,w_f,white,female,5,3,4,2,1,1,3,4,19,2,5,
9/27/21 8:41,9/27/21 8:44,R_1ruZ4RYPBq8TmcD,wf_163,6,5,0,w_f,white,female,4,3,4,4,1,2,3,4,21,2,5,
9/27/21 8:44,9/27/21 8:49,R_12MdkDz9Gt4tNeW,wf_164,6,5,0,w_f,white,female,5,3,5,3,1,1,3,4,55,2,5,no thank you
9/27/21 8:49,9/27/21 8:52,R_veOZiv1qOhQxoHf,wf_165,6,5,0,w_f,white,female,4,5,4,5,1,1,3,4,19,2,5,
9/27/21 8:54,9/27/21 8:57,R_3JwqvPJMYStm0lo,wf_166,6,5,0,w_f,white,female,5,5,5,5,1,1,4,4,36,2,5,
9/27/21 9:15,9/27/21 9:19,R_2CJNwLwzG5EChGI,wf_167,6,5,0,w_f,white,female,5,5,4,5,1,2,2,4,26,2,5,thank you for the opportunity. 
9/27/21 9:20,9/27/21 9:24,R_PRLqOyMrkOApyhj,wf_168,6,5,0,w_f,white,female,3,3,3,3,1,1,4,4,26,2,5,
9/27/21 9:21,9/27/21 9:24,R_RLeyduwdYImfaTf,wf_169,6,5,0,w_f,white,female,6,4,5,4,1,1,6,4,22,2,5,
9/27/21 9:24,9/27/21 9:27,R_z9kusn9ev87bxBv,wf_170,6,5,0,w_f,white,female,4,4,4,4,1,1,4,4,32,2,5,
9/27/21 9:34,9/27/21 9:37,R_2xQKvpKSZ5oFVL4,wf_171,6,5,0,w_f,white,female,4,3,4,3,1,1,4,4,26,2,5,
9/27/21 9:38,9/27/21 9:41,R_1LGVpEJJmalHzwm,wf_172,6,5,0,w_f,white,female,4,4,4,4,1,1,4,4,26,2,5,
9/27/21 9:38,9/27/21 9:43,R_3q7KH6QmLskNuoN,wf_173,6,5,0,w_f,white,female,5,5,5,5,1,1,4,4,21,2,5,
9/27/21 9:39,9/27/21 9:47,R_U9dyBc4ZWCftvzP,wf_174,6,5,0,w_f,white,female,2,2,2,2,1,1,4,4,21,2,5,
9/27/21 9:59,9/27/21 10:02,R_3qwFDb6dTUdwBii,wf_175,6,5,0,w_f,white,female,6,4,5,4,1,1,4,4,22,2,5,
9/27/21 10:01,9/27/21 10:05,R_1kNzMyCSiFa2mln,wf_176,6,5,0,w_f,white,female,4,4,4,3,2,1,3,4,23,2,5,
9/27/21 10:03,9/27/21 10:06,R_1d4VLauxk2Ahuzn,wf_177,6,5,0,w_f,white,female,4,4,4,4,1,1,4,4,26,2,5,
9/27/21 10:00,9/27/21 10:07,R_27x0S7hfJkYU3Cm,wf_178,6,5,0,w_f,white,female,4,4,4,4,1,1,4,4,45,2,5,A person's skin color means nothing to me.  What we have in common does.  How we treat each other matters too.
9/27/21 10:10,9/27/21 10:13,R_UQh6E321CdycpwJ,wf_179,6,5,0,w_f,white,female,3,2,2,2,1,2,3,4,26,2,5,I’m a librarian 
9/27/21 10:12,9/27/21 10:15,R_z29vTQUWvHs7h5f,wf_180,6,5,0,w_f,white,female,7,6,7,5,1,2,3,4,33,2,5,
